epoch,loss,test_loss,accuracy,duration
33,443.64951092004776,395.7642496973276,73.50666666666666,4274.203426361084
34,444.58450408279896,386.713855817914,74.26666666666667,4399.820778131485
35,441.8627907037735,386.89556707441807,74.13333333333334,4526.260961532593
36,436.6796378195286,398.9777825027704,72.57333333333334,4652.964100122452
37,433.3313407301903,387.24290135502815,73.74666666666667,4778.361891031265
38,432.0824111402035,370.51232339441776,75.66666666666667,4904.050290822983
39,426.2298146635294,366.71887688338757,75.90666666666667,5030.546033620834
40,429.55650103092194,363.8294613957405,76.42666666666666,5155.668915510178
41,420.6923300623894,357.86460445821285,76.53333333333333,5281.784392595291
42,418.7138571292162,354.1841959655285,76.62666666666667,5407.695331811905
43,412.5129384547472,342.1523817628622,78.04,5533.740658998489
44,409.6404714882374,342.96092066168785,77.90666666666667,5660.605774641037
45,406.023359015584,341.9894172772765,77.94666666666667,5786.521897792816
46,407.20933851599693,330.3681111037731,79.14666666666666,5913.538433790207
47,402.8617124557495,332.4768456071615,79.28,6039.680886745453
48,399.53900629282,327.78783167153597,78.84,6166.170361995697
49,394.4732020199299,337.822407156229,78.53333333333333,6293.068192481995
50,394.8044621050358,345.2599280551076,77.41333333333333,6419.807980060577
51,386.80899189412594,308.96496906131506,80.30666666666667,6545.972568035126
52,388.6711079031229,309.7005539610982,80.41333333333333,6672.351150035858
53,383.9817659854889,296.1939345821738,81.4,6798.791673898697
54,382.15233796834946,296.36783849447966,81.26666666666667,6924.846394538879
55,378.616719648242,313.3728331029415,80.33333333333333,7049.947991132736
56,373.7268406301737,285.9210837855935,82.44,7175.75249171257
57,371.1393435150385,283.45267252624035,81.86666666666666,7302.287265539169
58,368.0268804579973,279.2549216300249,82.8,7428.978868484497
59,364.9089603573084,289.0169951543212,82.09333333333333,7555.155568122864
60,358.627010807395,292.471174351871,81.46666666666667,7682.322651386261
61,356.6099173128605,285.12054125219584,81.44,7808.317249059677
62,355.198717802763,271.0441877171397,83.78666666666666,7934.712418317795
63,360.3565589338541,266.61299903690815,83.48,8061.111996650696
64,352.5892438441515,269.4983164295554,84.4,8187.61292219162
65,351.6492571234703,254.7372359521687,84.16,8313.875137329102
66,349.9388446509838,252.0659040659666,84.89333333333333,8440.522852659225
67,343.2928782477975,256.78186413273215,84.85333333333334,8565.867970466614
68,343.952218554914,240.3874274007976,85.54666666666667,8692.278449296951
69,338.2778322249651,240.0270328540355,85.24,8818.452275276184
70,338.66560584306717,245.5273980796337,84.77333333333333,8944.961340904236
71,330.67374585568905,232.43848910927773,85.6,9070.881313085556
72,335.47908617556095,237.38242540881038,85.38666666666667,9197.362206697464
73,332.4360598102212,240.92405907437205,86.28,9324.001715183258
74,325.6845000833273,224.98568644933403,86.78666666666666,9449.55743432045
75,317.2497889250517,221.1800885964185,86.73333333333333,9574.0744202137
76,322.53949493169785,224.57977552711964,86.34666666666666,9701.004170179367
77,323.1646843403578,228.70519483834505,86.68,9828.052012681961
78,311.8986160829663,214.37326185405254,87.54666666666667,9954.465060710907
79,314.52709962427616,208.9088703803718,88.65333333333334,10081.81360912323
80,304.0651704594493,204.9585169814527,87.89333333333333,10207.419742822647
81,309.13101448118687,194.27765003964305,88.8,10334.250487565994
82,310.39724212884903,203.36131513863802,88.06666666666666,10460.992471456528
83,297.6014400348067,192.7670051753521,88.93333333333334,10589.004574298859
84,303.5753311365843,187.16988579556346,89.16,10714.855181455612
85,302.17257361114025,193.1035265736282,89.01333333333334,10841.370490550995
86,295.3634871393442,190.55106440000236,89.16,10968.046074390411
87,287.7904081195593,181.4242576137185,89.88,11096.01766204834
88,290.8700981885195,190.595415327698,88.72,11225.160644054413
89,287.09011778235435,179.9663722049445,90.16,11354.588740587234
90,288.9813853725791,177.53866044152528,89.73333333333333,11483.81370639801
91,286.2284732423723,163.6176935499534,91.0,11610.603331804276
92,280.8038155809045,154.44134347699583,91.41333333333333,11739.227431297302
93,281.2266414798796,169.38077859394252,91.01333333333334,11866.687689065933
94,282.8823485970497,159.08308818750083,91.26666666666667,11994.284547567368
95,277.032488912344,157.52669342793524,90.74666666666667,12123.66387462616
96,270.2987904623151,145.28806442953646,91.61333333333333,12252.28626036644
97,267.6249655261636,165.81356801046059,90.38666666666667,12379.777778625488
98,273.86139123141766,159.91799903847277,90.93333333333334,12508.343769311905
99,266.0090365856886,150.18639368657023,91.64,12636.79778122902
